id,offerId,title,subheading,userReviewCount,roundedRating,rawPrice,offerCount,usedOnly,shopName,shippingCosts,shippingIsFreeOfCharge,isBestseller,total_capacity_gb,module_capacity_gb,num_modules,frequency_mts,cas_latency_raw,cas_latency_primary,voltage_v,form_factor,market,ram_category
200936439,6e78ac668095d2ddd61a96928dc0aa17,Kingston 16GB DDR4-3200 CL22 (KVR32S22S8/16),RAM DDR4,9.0,100.0,125.98,14,False,PC Componentes IT,0.0,False,False,16.0,16.0,1.0,3200.0,CL 22-22-22,22.0,1.2,SODIMM,IT,DDR4
6111903,538be519990fcf73e9d29583b0525b5c,G.Skill AEGIS 32GB Kit DDR4-3000 CL16 (F4-3000C16D-32GISB),RAM DDR4,20.0,90.0,205.85,12,False,bpm-power.com/it,8.06,False,False,32.0,16.0,2.0,3000.0,CL 16-18-18-38,16.0,1.35,UDIMM,IT,DDR4
201502115,c1d2d7fb37754defc22feb6b4c0864c7,Kingston FURY Beast 32GB Single-Kit DDR4-3600 CL18 (KF436C18BB/32),RAM DDR4,,,309.4,11,False,eweki.it,7.99,False,False,32.0,32.0,1.0,3600.0,CL 18-22-22,18.0,1.35,UDIMM,IT,DDR4
200918063,000b3e11bcb9e3df9c698a1602644088,Team Elite 16GB SO-DIMM DDR4-2666 CL19 (TED416G2666C19-S01),RAM DDR4,,,59.32,6,False,amazon-marketplace.it,0.0,False,False,16.0,16.0,1.0,2666.0,CL 19-19-19-43,19.0,1.2,SODIMM,IT,DDR4
203564593,9cc3c5d774595247d4ddc261a04d5972,Kingston FURY Beast RGB 32GB Kit DDR4-3200 CL16 (KF432C16BB12AK2/32),RAM DDR4,5.0,100.0,317.93,10,False,kaufland.it,0.0,False,False,32.0,16.0,2.0,3200.0,CL 16-18-18,16.0,1.35,UDIMM,IT,DDR4
6846318,5131463bcf1c0db4056355d849aa377a,G.Skill Trident Z RGB 16GB Kit DDR4-3600 CL16 (F4-3600C16D-16GTZRC),RAM DDR4,,,232.06,7,False,amazon-marketplace.it,15.99,False,False,16.0,8.0,2.0,3600.0,CL 16-19-19-39,16.0,1.35,UDIMM,IT,DDR4
205818994,3f97346e63600bf15d03fc7c2276733a,HP 16GB DDR4-3200 (13L74AA),RAM DDR4,,,123.46,13,False,strezniki.net/it,14.9,False,False,16.0,16.0,1.0,3200.0,,,1.2,UDIMM,IT,DDR4
200618213,6ce733da047de8e0d20f71e0e8a2e82b,Kingston 16GB SO-DIMM DDR4-3200 CL22 (KCP432SD8/16),RAM DDR4,,,129.99,16,False,amazon-marketplace.it,0.0,False,False,16.0,16.0,1.0,3200.0,,22.0,1.2,SODIMM,IT,DDR4
203486953,719bc39f30e11849dc3f6603c0273936,XPG SPECTRIX D35G 16GB Kit DDR4-3600 CL18 (AX4U36008G18I-DTBKD35G),RAM DDR4,,,163.46,10,False,eweki.it,7.97,False,False,16.0,8.0,2.0,3600.0,CL 18-22-22,18.0,1.35,UDIMM,IT,DDR4
203461161,6216ee58027fe26d2b0252b5706f7069,Kingston FURY Beast RGB 32GB Kit DDR4-3200 CL16 (KF432C16BB2AK2/32),RAM DDR4,,,282.08,6,False,senetic.it,9.41,False,False,32.0,16.0,2.0,3200.0,CL 16-20-20,16.0,1.35,UDIMM,IT,DDR4
203387381,22f706a37b8aa2933b99e623876ad66d,XPG GAMMIX D35 64GB Kit DDR4-3200 CL16,RAM DDR4,,,489.2,9,False,redgaming.it,5.9,False,False,64.0,32.0,2.0,3200.0,CL 16-20-20,16.0,1.35,UDIMM,IT,DDR4
6195444,4a587c0ee1d746a05afdbbb56e684913,Corsair Vengeance RGB 16GB Kit DDR4-3200 CL16 (CMW16GX4M2C3200C16),RAM DDR4,10.0,100.0,170.31,3,False,amazon-marketplace.it,0.0,False,False,16.0,8.0,2.0,3200.0,CL 16-18-18-36,16.0,1.2,UDIMM,IT,DDR4
202093065,e949199fae3726f3de74180c64264c26,Synology 16GB DDR4-2666 (D4ES01-16G),RAM DDR4,,,486.0,11,False,mediaworld.it (MKP),0.0,False,False,16.0,16.0,1.0,,,,1.2,SODIMM,IT,DDR4
6196073,1cd5b12db17c401df043be855fb9f4b0,G.Skill TridentZ RGB 16GB Kit DDR4-3600 CL18 (F4-3600C18D-16GTZRX),RAM DDR4,39.0,90.0,153.04,8,False,amazon-marketplace.it,9.35,False,False,16.0,8.0,2.0,3600.0,CL 18-22-22-42,18.0,1.2,UDIMM,IT,DDR4
201541538,4699adc9fa7f7c255634f2bce82f17cb,ADATA Premier 16GB DDR4-3200 CL22 (AD4U320016G22-SGN),RAM DDR4,,,116.11,11,False,bpm-power.com/it,5.93,False,False,16.0,16.0,1.0,3200.0,CL 22-22-22,22.0,1.2,UDIMM,IT,DDR4
6121026,43195d58d88a503a0507cf8dd427a296,G.Skill Aegis 16GB DDR4-2666 CL19 (F4-2666C19S-16GIS),RAM DDR4,9.0,90.0,121.55,7,False,amazon-marketplace.it,0.0,False,False,16.0,16.0,1.0,2666.0,CL 19-19-19-43,19.0,1.2,UDIMM,IT,DDR4
202714083,8a6f8336856911344ebd8de9ac693932,Patriot Viper Steel 32GB SO-DIMM DDR4-3200 CL18 (PVS432G320C8S),RAM DDR4,,,219.99,5,False,ebay.it,0.0,False,False,32.0,32.0,1.0,3200.0,CL 22-22-22,22.0,1.35,SODIMM,IT,DDR4
200610619,7d700c02a414e06f71ed5e06fb130deb,G.Skill Ripjaws 32GB Kit SODIMM DDR4-3200 CL22 (F4-3200C22D-32GRS),RAM DDR4,25.0,100.0,222.74,8,False,bpm-power.com/it,8.11,False,False,32.0,16.0,2.0,3200.0,CL 22-22-22-52,22.0,1.25,SODIMM,IT,DDR4
203487165,9cbc57a0843bfaf5362c86b58dabc27d,Kingston FURY Beast RGB 16GB Kit DDR4-3200 CL16 (KF432C16BB2AK2/16),RAM DDR4,14.0,80.0,172.0,7,False,PC Componentes IT,0.0,False,False,16.0,8.0,2.0,3200.0,CL 16-18-18,16.0,1.35,UDIMM,IT,DDR4
200186791,aeaabc46d51e0f7325187b09ffe04d9d,HP 32GB DDR4-2933 (P00924-B21),RAM DDR4,,,471.6,11,False,it-planet.com/it/,35.0,False,False,32.0,32.0,1.0,2933.0,,,1.2,UDIMM,IT,DDR4
202714002,26152d0c1a90d43c99a221df8b250883,Patriot Viper Steel 16GB DDR4-3600 CL18 (PVS416G360C8),RAM DDR4,,,122.99,7,False,amazon-marketplace.it,0.0,False,False,16.0,16.0,1.0,3600.0,CL 18-22-22-42,18.0,1.35,UDIMM,IT,DDR4
5336203,aaa9888feb7600dff65a2ef819cb9642,G.Skill Trident Z RGB 16GB Kit DDR4-3200 CL16 (F4-3200C16D-16GTZR),RAM DDR4,1.0,100.0,140.04,9,False,bpm-power.com/it,5.98,False,False,16.0,8.0,2.0,3200.0,CL 16-18-18-38,16.0,1.35,UDIMM,IT,DDR4
6351888,fc341281aa6290f76112cca5cc00ad5e,Corsair Vengeance LPX 32GB DDR4-3200,RAM DDR4,,,313.7,7,False,redgaming.it,5.9,False,False,32.0,,,3200.0,,,,UDIMM,IT,DDR4
203393603,689ee2e676c49041a530dab8f1d0ff40,Kingston FURY Beast RGB 32GB Kit DDR4-3600 CL18 (KF436C18BB2AK2/32),RAM DDR4,9.0,100.0,330.68,15,False,amazon-marketplace.it,0.0,False,False,32.0,16.0,2.0,3600.0,CL 18-22-22,18.0,1.35,UDIMM,IT,DDR4
6721526,a53a320b091b360491babdf1fc96aa6a,G.Skill Trident Z Neo 32GB DDR4 DDR4-2400 CL18 (F4-3600C18D-32GTZN),RAM DDR4,,,245.7,9,False,redgaming.it,5.9,False,False,32.0,16.0,2.0,2400.0,CL 18-22-22-42,18.0,1.35,UDIMM,IT,DDR4
200936433,758c1b183a929fe61ffe27c1883b5421,Kingston 16GB DDR4-3200 CL22 (KCP432SS8/16),RAM DDR4,,,139.3,15,False,PC Componentes IT,0.0,False,False,16.0,16.0,1.0,3200.0,,22.0,1.2,UDIMM,IT,DDR4
201497725,9ebb0ef602a31ee9f04acaba63327db9,Patriot Viper Elite II 32GB Dual-Kit DDR4-3200 CL18 (PVE2432G320C8K),RAM DDR4,,,241.99,8,False,amazon-marketplace.it,0.0,False,False,32.0,16.0,2.0,3200.0,CL 18-22-22-42,18.0,1.35,UDIMM,IT,DDR4
6193678,d743a8d53953fef797b930d97f1b223d,G.Skill Trident Z RGB 32GB Kit DDR4-3200 CL16 (F4-3200C16D-32GTZRX),RAM DDR4,,,252.8,7,False,bpm-power.com/it,8.15,False,False,32.0,16.0,2.0,3200.0,CL 16-16-16-36,16.0,1.2,UDIMM,IT,DDR4
201541704,7d922f9e12fd10d77126bdfccb657c19,Team T-FORCE Vulcan Z 16GB Kit DDR4-3600 CL18 (TLZGD416G3600HC18JDC01),RAM DDR4,,,144.42,8,False,bpm-power.com/it,5.95,False,False,16.0,8.0,2.0,3600.0,CL 18-22-22-42,18.0,1.35,UDIMM,IT,DDR4
201525976,c4a8172c22262a8a80ddc4653150fd04,GoodRAM IRDM PRO 32GB Dual-Kit DDR4-3600 CL18 (IRP-K3600D4V64L18/32GDC),RAM DDR4,1.0,100.0,234.3,8,False,4trade.store,9.8,False,False,32.0,16.0,2.0,3600.0,CL 18-22-22,18.0,1.35,UDIMM,IT,DDR4
200592808,f9ab2e420f065705d19bc8b046c152f7,Patriot Signature Line 16GB SO-DIMM DDR4-2400 CL17 (PSD416G24002S),RAM DDR4,,,119.9,11,False,ebay.it,0.0,False,False,16.0,16.0,1.0,2400.0,CL 17-17-17-39,17.0,1.2,SODIMM,IT,DDR4
6721547,70406adda96561d42414ab1170f439de,G.Skill RipJaws 32GB DDR4 DDR4-2666 CL19 (F4-2666C19D-32GRS),RAM DDR4,,,222.4,9,False,redgaming.it,5.9,False,False,32.0,16.0,2.0,2666.0,CL 19-19-19-43,19.0,1.2,UDIMM,IT,DDR4
201526075,1c8cc539b261aec819c9e95d2241810d,GoodRAM IRDM X 8GB DDR4-3200 CL16 (IR-X3200D464L16S/8G),RAM DDR4,,,61.55,7,False,4trade.store,9.8,False,False,8.0,8.0,1.0,3200.0,CL 16-18-18,16.0,1.35,UDIMM,IT,DDR4
200186806,9387595e404e7601bb07f2b50fd6a109,Kingston 8GB DDR4-3200 CL22 (KVR32N22S8/8),RAM DDR4,,,76.7,17,False,redgaming.it,5.9,False,False,8.0,8.0,1.0,3200.0,CL 22-22-22,22.0,1.2,UDIMM,IT,DDR4
200683989,f21a5e92a50f892aa96c81c411afe604,G.Skill Ripjaws 16GB SO-DIMM DDR4-3200 CL22 (F4-3200C22S-16GRS),RAM DDR4,,,111.85,8,False,bpm-power.com/it,5.93,False,False,16.0,16.0,1.0,3200.0,CL 22-22-22-52,22.0,1.2,SODIMM,IT,DDR4
200936447,390ef20b4543572cea5b0c04320f6ea6,Kingston 32GB DDR4-3200 CL22 (KTD-PE432/32G),RAM DDR4,,,443.58,7,False,PC Componentes IT,0.0,False,False,32.0,32.0,1.0,3200.0,,22.0,1.2,UDIMM,IT,DDR4
201516981,0c4c86fae4c1812740e40fe308a5520c,Transcend JetRAM 32GB DDR4-3200 CL22 (JM3200HLE-32G),RAM DDR4,,,229.99,8,False,amazon-marketplace.it,0.0,False,False,32.0,32.0,1.0,3200.0,CL 22-22-22,22.0,1.2,UDIMM,IT,DDR4
203387146,108aed270b4e00402d0fc3a9767e9045,XPG GAMMIX D35 32GB Kit DDR4-3200 CL16,RAM DDR4,,,260.5,11,False,redgaming.it,5.9,False,False,32.0,16.0,2.0,3200.0,CL 16-20-20,16.0,1.35,UDIMM,IT,DDR4
4866888,0f045a4dda9e5ac75d7a7a00ba12dba6,G.Skill Trident Z 16GB Kit DDR4-3200 CL16 (F4-3200C16D-16GTZB),RAM DDR4,,90.0,255.08,7,False,kaufland.it,17.0,False,False,16.0,8.0,2.0,3200.0,CL 16-18-18-38,16.0,1.35,UDIMM,IT,DDR4
6844919,b20678795199264d66c496a1b4e126c2,Patriot Viper Steel 16GB Kit DDR4-3600 CL17 (PVS416G360C7K),RAM DDR4,45.0,90.0,147.3,7,False,kaufland.it,14.0,False,False,16.0,8.0,2.0,3600.0,CL 17-19-19-39,17.0,1.35,UDIMM,IT,DDR4
6351497,10f58fc59c6827deb0580921f75b4dc3,Corsair Vengeance LPX 16GB DDR4-2666,RAM DDR4,,,174.18,9,False,reichelt.com (IT),9.95,False,False,16.0,,,2666.0,,,,UDIMM,IT,DDR4
203564804,77b88204c988a363e92a588021d57e17,Kingston FURY Renegade 32GB Kit DDR4-3200 CL16 (KF432C16RB12K2/32),RAM DDR4,,,362.19,6,False,kaufland.it,0.0,False,False,32.0,16.0,2.0,3200.0,CL 16-18-18,16.0,1.35,UDIMM,IT,DDR4
6156648,ccc467f7a035572e6f47488c446a4794,G.Skill Trident Z RGB 16GB Kit DDR4-3200 CL16 (F4-3200C16D-16GTZRX),RAM DDR4,,,143.17,7,False,bpm-power.com/it,5.98,False,False,16.0,8.0,2.0,3200.0,CL 16-16-16-36,16.0,1.2,UDIMM,IT,DDR4
208804556,acac1ec778fdc96973a336035b176a11,Synology D4NS01-4G,RAM DDR4,,,231.53,5,False,pixmania.com (IT),0.0,False,False,4.0,4.0,1.0,,,,1.2,SODIMM,IT,DDR4
202398666,c904f9cb502ad9dde71d6bbf7686652b,"GoodRAM 32 GB RAM DDR4 1 x 32GB, 3200 MHz, DDR4-RAM, SO-DIMM, PC3200 CL22, Memoria RAM, verde",RAM DDR4,,,204.99,9,False,kaufland.it,0.0,False,False,32.0,32.0,1.0,3200.0,,22.0,,SODIMM,IT,DDR4
6846028,2b980777156ccbf15565ab52e6080a01,G.Skill Trident Z Neo 32GB Kit DDR4-3200 CL16 (F4-3200C16D-32GTZN),RAM DDR4,43.0,80.0,257.4,10,False,redgaming.it,5.9,False,False,32.0,16.0,2.0,3200.0,CL 16-18-18-38,16.0,1.35,UDIMM,IT,DDR4
201541815,2f4536dcc8f222508c8a617c82759faa,Corsair Vengeance LPX 16GB Kit DDR4-3200 CL16 (CMK16GX4M2E3200C16W),RAM DDR4,4.0,80.0,161.27,5,False,PC Componentes IT,0.0,False,False,16.0,8.0,2.0,3200.0,CL 16-20-20-38,16.0,1.35,UDIMM,IT,DDR4
203270834,52f43110cbd7326341410381d31d2a7d,XPG GAMMIX D35 8GB DDR4-3200 CL16,RAM DDR4,,,73.33,12,False,amazon-marketplace.it,7.95,False,False,8.0,8.0,1.0,3200.0,CL 16-20-20,16.0,1.35,UDIMM,IT,DDR4
201579256,749a9856829bde2454e358d9941a7a48,Corsair Vengeance RGB RS 32GB Dual-Kit DDR4-3200 CL16 (CMG32GX4M2E3200C16),RAM DDR4,65.0,90.0,316.53,13,False,PC Componentes IT,0.0,False,False,32.0,16.0,2.0,3200.0,CL 16-20-20-38,16.0,1.35,UDIMM,IT,DDR4
203566002,5a3f84c28479de6629fd30bb99615c81,Kingston FURY Renegade 64GB DDR4-3600 CL16 (KF436C16RB12K4/64),RAM DDR4,,,1075.14,5,False,kaufland.it,0.0,False,False,64.0,16.0,4.0,3600.0,CL 16-20-20,16.0,1.35,UDIMM,IT,DDR4
207742240,5435038bcf30f33d11d5911eac3131a2,Synology 4GB DDR4-2666 (D4ES04-4G),RAM DDR4,,,198.0,10,False,mediaworld.it (MKP),0.0,False,False,4.0,4.0,1.0,2666.0,,,1.2,SODIMM,IT,DDR4
201513802,9101aa39d38a211b3e47714e351192db,HPE SmartMemory 64GB DDR4-2933 CL21 (P00930-B21),RAM DDR4,,,608.78,9,False,strezniki.net/it,14.9,False,False,64.0,64.0,1.0,2933.0,CL 21-21-21,21.0,1.2,UDIMM,IT,DDR4
200283689,e72b1fdcd731f81ccb31a1323bb3e83d,Kingston ValueRAM 4GB DDR4-3200 CL22 (KVR32N22S6/4),RAM DDR4,,,31.04,7,False,kaufland.it,14.9,False,False,4.0,4.0,1.0,3200.0,CL 22-22-22,22.0,1.2,UDIMM,IT,DDR4
203270366,15ab6b128dbd1f4090516067199da425,XPG GAMMIX D35 16GB DDR4-3200 CL16,RAM DDR4,,,135.03,9,False,amazon-marketplace.it,12.04,False,False,16.0,16.0,1.0,3200.0,CL 16-20-20,16.0,1.35,UDIMM,IT,DDR4
203565034,8d4d124f807c9a352792d2661ae2396f,Kingston FURY Renegade 64GB Kit DDR4-3200 CL16 (KF432C16RB2K2/64),RAM DDR4,,,1024.18,6,False,reichelt.com (IT),9.95,False,False,64.0,32.0,2.0,3200.0,CL 16-19-19,16.0,1.35,UDIMM,IT,DDR4
202828421,035b55bc171f62a6fb0da50556467bea,Corsair Vengeance LPX 16GB Kit DDR4-2400,RAM DDR4,,,182.1,8,False,amazon-marketplace.it,0.0,False,False,16.0,,,2400.0,,,,UDIMM,IT,DDR4
200641289,879b8f5451ab044934ed81a30c3a680e,Kingston ValueRAM 8GB SO-DIMM DDR4-3200 CL22 (KVR32S22S6/8),RAM DDR4,1.0,100.0,85.18,7,False,kaufland.it,0.0,False,False,8.0,8.0,1.0,3200.0,,22.0,1.2,SODIMM,IT,DDR4
5283409,5e64d5f6204984bedb55fbe32df7f489,Corsair Vengeance 32GB Kit SODIMM PC4-19200 CL16 (CMSX32GX4M2A2400C16),RAM DDR4,,,299.0,8,False,amazon-marketplace.it,0.0,False,False,32.0,16.0,2.0,2400.0,,16.0,1.2,SODIMM,IT,DDR4
207382380,30ce52053ef5046c0f052e15145b595a,Silicon Power 8GB DDR4-2400 CL22 (SP008GBLFU240X02),RAM DDR4,,,77.61,6,False,amazon-marketplace.it,14.0,False,False,8.0,8.0,1.0,2400.0,,22.0,1.2,UDIMM,IT,DDR4
201523074,c47a85ed1dd3b2b717b40ebce3d796d4,Kingston FURY Beast 128GB Quad-Kit DDR4-3200 CL16 (KF432C16BBK4/128),RAM DDR4,,,2176.16,5,False,amazon-marketplace.it,0.0,False,False,128.0,32.0,4.0,3200.0,CL 16-20-20,16.0,1.35,UDIMM,IT,DDR4
5377171,162541cdf11fa50f3d528af0091554cd,Patriot 4GB DDR4-2400 CL16 (PSD44G240081),RAM DDR4,,,39.54,5,False,esseshop.it,5.98,False,False,4.0,4.0,1.0,2400.0,CL 16-16-16-36,16.0,1.35,UDIMM,IT,DDR4
4763664,0702a639a58f4a6de27e348ed4725a5c,Corsair Vengeance 8GB DDR4-2400 CL14 (CMK8GX4M1A2400C14),RAM DDR4,,,88.07,8,False,reichelt.com (IT),9.95,False,False,8.0,8.0,1.0,2400.0,CL 14-16-16-31,14.0,1.2,UDIMM,IT,DDR4
200684092,87fa15d1d7f2cc5e3dd855d205f8570c,Patriot Viper Steel 16GB Kit DDR4-3600 CL18 (PVS416G360C8K),RAM DDR4,40.0,90.0,139.99,5,False,amazon-marketplace.it,0.0,False,False,16.0,8.0,2.0,3600.0,CL 18-22-22-42,18.0,,UDIMM,IT,DDR4
201053853,40d085d3aad0e6341d8f461e5c930424,Corsair Vengeance RGB Pro SL 32GB Kit DDR4-3200 CL16 (CMH32GX4M2E3200C16),RAM DDR4,,,340.99,6,False,corsair.com/it,0.0,False,False,32.0,16.0,2.0,3200.0,CL 16-20-20-38,16.0,1.35,UDIMM,IT,DDR4
201495676,ac8c07540c5c5b58952e67a6855ebd8c,Team T-Force Vulcan Z 16GB DDR4-3200 CL16 (TLZGD416G3200HC16F01),RAM DDR4,4.0,100.0,141.9,9,False,alternate.it,19.9,False,False,16.0,16.0,1.0,3200.0,CL 16-20-20-40,16.0,1.35,UDIMM,IT,DDR4
202287163,74b3ed8e191e20da9348e9c63ed44d1a,Kingston FURY Beast 16GB Kit DDR5-6000 CL36 (KF560C36BBEK2-16),RAM DDR5,2.0,100.0,298.4,15,False,redgaming.it,5.9,False,False,16.0,8.0,2.0,6000.0,CL 36-38-38,36.0,1.35,UDIMM,IT,DDR5
204159850,307d6bbae876f8ee5ba943818a41721c,Team T-Create Expert 32GB Kit DDR5-6000 CL30 (CTCWD532G6000HC30DC01),RAM DDR5,,,435.21,7,False,bpm-power.com/it,8.41,False,False,32.0,16.0,2.0,6000.0,CL 30-36-36-76,30.0,1.35,UDIMM,IT,DDR5
205789971,ddd369421a485cb840b2071769a09b54,G.Skill Flare X5 96GB Kit DDR5-6000 CL30,RAM DDR5,,,2019.66,7,False,amazon-marketplace.it,9.27,False,False,96.0,,,6000.0,CL 30-36-36-96,30.0,1.35,UDIMM,IT,DDR5
203077469,4d9f36ffd7c7d77f8af370e7b8e315f0,Crucial 32GB DDR5-5600 CL46 (CT32G56C46S5),RAM DDR5,4.0,80.0,371.99,10,False,PC Componentes IT,0.0,False,False,32.0,32.0,1.0,5600.0,CL 46-45-45,46.0,1.1,SODIMM,IT,DDR5
203006824,5361f78fb93db83afa7ad96d9a609f6f,Crucial 64GB Kit DDR5-5600 CL46 (CT2K32G56C46S5),RAM DDR5,3.0,100.0,249.01,5,False,mediaworld.it (MKP),7.5,False,False,64.0,32.0,2.0,5600.0,CL 46-45-45,46.0,1.1,SODIMM,IT,DDR5
204432985,93a8e5c6c9a07d5b407ec9409580646d,Patriot Viper Venom 64GB Kit DDR5-6000 CL30 (PVV564G600C30K),RAM DDR5,,,339.32,11,False,mediaworld.it (MKP),7.5,False,False,64.0,32.0,2.0,6000.0,CL 30-40-40-76,30.0,1.35,UDIMM,IT,DDR5
209425829,ad09ec0ebbd437c9efd9e9fc04e40b5a,Corsair Vengeance RGB RS 32GB Kit DDR5-5200 CL40 (CMG32GX5M2B5200Z40),RAM DDR5,,,417.0,2,False,amazon-marketplace.it,0.0,False,False,32.0,16.0,2.0,5200.0,CL 40-40-40-77,40.0,1.25,UDIMM,IT,DDR5
201662459,a4fde80e51851e1d127ce06249b32ba9,Crucial 32GB DDR5-4800 CL40 (CT32G48C40U5),RAM DDR5,35.0,80.0,353.41,14,False,eweki.it,8.11,False,False,32.0,32.0,1.0,4800.0,CL 40-39-39,40.0,1.1,UDIMM,IT,DDR5
204416022,fe642e73733de4a5127e3af8089083f1,Crucial Pro Overclocking 32GB Kit DDR5-6000 CL36 (CP2K16G60C36U5W),RAM DDR5,160.0,100.0,425.0,11,False,amazon-marketplace.it,,False,False,32.0,16.0,2.0,6000.0,CL 36-38-38-80,36.0,1.35,UDIMM,IT,DDR5
204104040,ffae0457072b3a3bc7a09d5ab687c398,Kingston FURY Beast 32GB Kit DDR5-6000 CL30,RAM DDR5,1.0,100.0,290.7,27,False,mediaworld.it (MKP),7.5,False,False,32.0,16.0,2.0,6000.0,CL 30-36-36,30.0,1.4,UDIMM,IT,DDR5
201942266,99d19c58d13966dbcdf2b82d4f4d6d55,Crucial 16GB DDR5-4800 CL40 (CT16G48C40S5),RAM DDR5,192.0,90.0,179.8,11,False,ebay.it,0.0,False,False,16.0,16.0,1.0,4800.0,CL 40-39-39,40.0,1.1,SODIMM,IT,DDR5
202345042,ac86f1c56988ae3637b4d6bddb3b927f,Patriot Viper Venom 32GB Kit DDR5-6400 CL32 (PVV532G640C32K),RAM DDR5,16.0,90.0,407.65,14,False,esseshop.it,0.0,False,False,32.0,16.0,2.0,6400.0,CL 32-40-40-84,32.0,1.4,UDIMM,IT,DDR5
202297159,9b0d3f98ef1dce0e508aa9dc82c59a2e,Kingston FURY Beast RGB 16GB Kit DDR5-6000 CL36 (KF560C36BBEAK2-16),RAM DDR5,,,289.9,14,False,Nexths.it,10.5,False,False,16.0,8.0,2.0,6000.0,CL 36-38-38,36.0,1.35,UDIMM,IT,DDR5
202133093,fea43804668899ce1ee13beed216910c,G.Skill Trident Z5 Neo RGB 32GB Kit DDR5-6000 CL30 (F5-6000J3038F16GX2-TZ5NR),RAM DDR5,2.0,90.0,241.55,11,False,mediaworld.it (MKP),7.5,False,False,32.0,16.0,2.0,6000.0,CL 30-38-38-96,30.0,1.35,UDIMM,IT,DDR5
204735413,17309a1600838bf4165f0b552911c2d2,Kingston FURY Beast 16GB DDR5-6000 CL36 (KF560C36BBE2-16),RAM DDR5,,,266.64,12,False,bpm-power.com/it,8.15,False,False,16.0,16.0,1.0,6000.0,CL 36-44-44,36.0,1.35,UDIMM,IT,DDR5
202227830,d0410d53bd5b4c7ebfc65557e50f3d75,G.Skill Trident Z5 RGB 32GB Kit DDR5-8000 CL38 (F5-8000J3848H16GX2-TZ5RK),RAM DDR5,,,330.78,7,False,mediaworld.it (MKP),7.5,False,False,32.0,16.0,2.0,8000.0,CL 38-48-48-128,38.0,1.45,UDIMM,IT,DDR5
205174505,40db51814b6e09c33fbba18166e1b2c6,Corsair Vengeance 16GB Kit DDR5-5200 CL40 (CMK16GX5M2B5200Z40),RAM DDR5,,,241.93,8,False,PC Componentes IT,0.0,False,False,16.0,8.0,2.0,5200.0,CL 40-40-40-77,40.0,1.1,UDIMM,IT,DDR5
205128732,8edb54576526f8126c7a34a9ddc12d16,Klevv Cras V RGB 32GB Kit DDR5-6000 CL30,RAM DDR5,,,455.95,3,False,Amazon.it,0.0,False,False,32.0,16.0,2.0,6000.0,CL 30-36-36-76,30.0,1.35,UDIMM,IT,DDR5
202249571,789e6bb8d59721735d97c5a728990afc,Corsair Vengeance RGB 32GB Kit DDR5-6000 CL30 (CMH32GX5M2B6000Z30K),RAM DDR5,3.0,90.0,526.86,17,False,amazon-marketplace.it,0.0,False,False,32.0,16.0,2.0,6000.0,CL 30-36-36-76,30.0,1.4,UDIMM,IT,DDR5
204734974,36417869429354b0308ca19ed2ec5284,Kingston FURY Beast RGB 16GB DDR5-6000 CL36 (KF560C36BBE2A-16),RAM DDR5,,,264.98,7,False,PC Componentes IT,0.0,False,False,16.0,16.0,1.0,4800.0,CL 36-44-44,36.0,1.35,UDIMM,IT,DDR5
201989916,3446b51fba5a3c52284a6dfafd066061,Kingston FURY Beast RGB 32GB Kit DDR5-5600 CL40 (KF556C40BBAK2-32),RAM DDR5,,60.0,443.59,9,False,PC Componentes IT,0.0,False,False,32.0,16.0,2.0,5600.0,CL 40-40-40,40.0,1.25,UDIMM,IT,DDR5
202160975,bb8292fb12a98740263e45ec3585c6f0,Patriot Viper Venom 16GB Kit DDR5-5600 CL40 (PVV516G560C40K),RAM DDR5,16.0,90.0,237.99,6,False,amazon-marketplace.it,0.0,False,False,16.0,8.0,2.0,5600.0,CL 40-40-40-76,40.0,1.25,UDIMM,IT,DDR5
204159849,df733f5cbf2b32d38d0e2d749d643ba8,Team T-Create Expert 32GB Kit DDR5-6000 CL30 (CTCED532G6000HC30DC01),RAM DDR5,1.0,100.0,435.21,10,False,bpm-power.com/it,8.41,False,False,32.0,16.0,2.0,6000.0,CL 30-36-36-76,30.0,1.35,UDIMM,IT,DDR5
205528273,884a020572426cb2fb84150b6893f6ed,Patriot Viper Venom RGB 32GB DDR5-6000 CL30 (PVVR532G60C30),RAM DDR5,1.0,100.0,424.99,6,False,amazon-marketplace.it,0.0,False,False,32.0,32.0,1.0,6000.0,CL 30-40-40-76,30.0,1.35,UDIMM,IT,DDR5
204096091,a44c2b59308fd871501a8b45e66d84e0,Kingston FURY Beast 16GB DDR5-6000 CL30 (KF560C30BBE-16),RAM DDR5,2.0,100.0,263.0,13,False,mediaworld.it (MKP),0.0,False,False,16.0,16.0,1.0,6000.0,CL 30-36-36,30.0,1.4,UDIMM,IT,DDR5
208991355,c4e6346bf8de0b19419012f7b6f8baf9,Corsair Vengeance RGB 8GB DDR5-5200 CL40 (CMH8GX5M1B5200C40),RAM DDR5,,,140.85,6,False,amazon-marketplace.it,8.97,False,False,8.0,8.0,1.0,5200.0,CL 40-40-40-77,40.0,1.25,UDIMM,IT,DDR5
204115996,183cbde8aa08d21fa151717daab87a09,Kingston FURY Beast 8GB DDR5-6000 CL30 (KF560C30BBE-8),RAM DDR5,,,148.18,7,False,bpm-power.com/it,6.43,False,False,8.0,8.0,1.0,6000.0,CL 30-36-36,30.0,1.4,UDIMM,IT,DDR5
